0.07	691
0.07	674
0.07	680
0.07	686
0.07	685.3 <- avarege
0.075	698
0.075	689
0.075	692
0.075	700
0.075	712
0.075	711
0.075	695
0.075	687
0.075	695
0.075	698
0.075	697.7 <- avarege
0.08	697
0.08	709
0.08	716
0.08	696
0.08	718
0.08	696
0.08	704
0.08	705
0.08	712
0.08	704
0.08	705.7 <- avarege
0.085	711
0.085	721
0.085	733
0.085	706
0.085	711
0.085	717
0.085	730
0.085	705
0.085	711
0.085	716
0.085	716.1 <- avarege
0.09	714
0.09	722
0.09	723
0.09	725
0.09	734
0.09	713
0.09	715
0.09	720
0.09	725
0.09	734
0.09	722.5 <- avarege
0.095	730
0.095	746
0.095	721
0.095	724
0.095	734
0.095	723
0.095	733
0.095	738
0.095	727
0.095	735
0.095	731.1 <- avarege
0.1	736
0.1	744
0.1	753
0.1	729
0.1	729
0.1	732
0.1	735
0.1	740
0.1	747
0.1	734
0.1	737.9 <- avarege
0.105	738
0.105	750
0.105	759
0.105	735
0.105	737
0.105	743
0.105	748
0.105	758
0.105	736
0.105	729
0.105	743.3 <- avarege
0.11	753
0.11	758
0.11	757
0.11	757
0.11	758
0.11	760
0.11	763
0.11	766
0.11	765
0.11	758
0.11	759.5 <- avarege
0.115	770
0.115	748
0.115	748
0.115	748
0.115	749
0.115	751
0.115	751
0.115	753
0.115	752
0.115	754
0.115	752.4 <- avarege
0.12	768
0.12	777
0.12	775
0.12	776
0.12	779
0.12	779
0.12	774
0.12	764
0.12	757
0.12	753
0.12	770.2 <- avarege
0.125	763
0.125	768
0.125	767
0.125	768
0.125	769
0.125	773
0.125	771
0.125	772
0.125	775
0.125	776
0.125	770.2 <- avarege
0.13	779
0.13	788
0.13	790
0.13	784
0.13	777
0.13	763
0.13	765
0.13	766
0.13	766
0.13	766
0.13	774.4 <- avarege
0.135	775
0.135	781
0.135	782
0.135	769
0.135	773
0.135	770
0.135	769
0.135	769
0.135	770
0.135	770
0.135	772.8 <- avarege
0.14	783
0.14	788
0.14	787
0.14	788
0.14	788
0.14	790
0.14	792
0.14	793
0.14	793
0.14	793
0.14	789.5 <- avarege
0.145	781
0.145	786
0.145	786
0.145	787
0.145	789
0.145	790
0.145	791
0.145	794
0.145	795
0.145	797
0.145	789.6 <- avarege
0.15	786
0.15	791
0.15	787
0.15	788
0.15	788
0.15	791
0.15	793
0.15	791
0.15	793
0.15	795
0.15	790.3 <- avarege
0.155	787
0.155	791
0.155	788
0.155	794
0.155	806
0.155	806
0.155	803
0.155	805
0.155	796
0.155	796
0.155	797.2 <- avarege
0.16	799
0.16	795
0.16	792
0.16	806
0.16	784
0.16	789
0.16	790
0.16	793
0.16	792
0.16	793
0.16	793.3 <- avarege
0.165	811
0.165	799
0.165	817
0.165	813
0.165	804
0.165	817
0.165	809
0.165	810
0.165	814
0.165	811
0.165	810.5 <- avarege
0.17	799
0.17	798
0.17	803
0.17	798
0.17	801
0.17	802
0.17	804
0.17	803
0.17	805
0.17	805
0.17	801.8 <- avarege
0.175	814
0.175	822
0.175	824
0.175	821
0.175	818
0.175	811
0.175	807
0.175	800
0.175	801
0.175	799
0.175	811.7 <- avarege
0.18	831
0.18	803
0.18	803
0.18	803
0.18	803
0.18	804
0.18	805
0.18	805
0.18	807
0.18	807
0.18	807.1 <- avarege
0.185	822
0.185	822
0.185	828
0.185	822
0.185	816
0.185	811
0.185	825
0.185	824
0.185	828
0.185	824
0.185	822.2 <- avarege
0.19	811
0.19	830
0.19	830
0.19	832
0.19	826
0.19	822
0.19	815
0.19	826
0.19	816
0.19	808
0.19	821.6 <- avarege
0.195	831
0.195	825
0.195	830
0.195	827
0.195	825
0.195	832
0.195	821
0.195	813
0.195	816
0.195	821
0.195	824.1 <- avarege
0.2	835
0.2	815
0.2	818
0.2	811
0.2	825
0.2	825
0.2	832
0.2	823
0.2	827
0.2	834
0.2	824.5 <- avarege
0.205	828
0.205	838
0.205	825
0.205	819
0.205	823
0.205	834
0.205	832
0.205	825
0.205	830
0.205	838
0.205	829.2 <- avarege
0.21	833
0.21	832
0.21	820
0.21	824
0.21	827
0.21	833
0.21	833
0.21	841
0.21	832
0.21	823
0.21	829.8 <- avarege
0.215	830
0.215	835
0.215	832
0.215	831
0.215	826
0.215	828
0.215	834
0.215	840
0.215	831
0.215	823
0.215	831.0 <- avarege
0.22	825
0.22	830
0.22	832
0.22	833
0.22	838
0.22	845
0.22	826
0.22	826
0.22	831
0.22	835
0.22	832.1 <- avarege
0.225	828
0.225	834
0.225	836
0.225	842
0.225	848
0.225	831
0.225	832
0.225	834
0.225	839
0.225	848
0.225	837.2 <- avarege
0.23	831
0.23	840
0.23	844
0.23	848
0.23	841
0.23	830
0.23	834
0.23	839
0.23	845
0.23	843
0.23	839.5 <- avarege
0.235	834
0.235	844
0.235	848
0.235	848
0.235	846
0.235	832
0.235	833
0.235	838
0.235	842
0.235	847
0.235	841.2 <- avarege
0.24	834
0.24	839
0.24	841
0.24	847
0.24	854
0.24	843
0.24	833
0.24	836
0.24	841
0.24	842
0.24	841.0 <- avarege
0.245	838
0.245	845
0.245	856
0.245	851
0.245	836
0.245	839
0.245	843
0.245	850
0.245	852
0.245	840
0.245	845.0 <- avarege
0.25	839
0.25	844
0.25	849
0.25	855
0.25	850
0.25	838
0.25	841
0.25	846
0.25	851
0.25	861
0.25	847.4 <- avarege
0.255	834
0.255	848
0.255	851
0.255	857
0.255	851
0.255	841
0.255	844
0.255	851
0.255	854
0.255	850
0.255	848.1 <- avarege
0.26	854
0.26	851
0.26	841
0.26	844
0.26	850
0.26	856
0.26	857
0.26	848
0.26	844
0.26	849
0.26	849.4 <- avarege
0.265	860
0.265	844
0.265	847
0.265	852
0.265	856
0.265	851
0.265	846
0.265	845
0.265	848
0.265	855
0.265	850.4 <- avarege
0.27	862
0.27	846
0.27	849
0.27	853
0.27	858
0.27	864
0.27	844
0.27	847
0.27	851
0.27	857
0.27	853.1 <- avarege
0.275	865
0.275	847
0.275	851
0.275	856
0.275	861
0.275	862
0.275	847
0.275	851
0.275	857
0.275	865
0.275	856.2 <- avarege
0.28	866
0.28	855
0.28	863
0.28	860
0.28	849
0.28	852
0.28	861
0.28	866
0.28	850
0.28	853
0.28	857.5 <- avarege
0.285	860
0.285	864
0.285	864
0.285	866
0.285	869
0.285	868
0.285	866
0.285	860
0.285	855
0.285	849
0.285	862.1 <- avarege
0.29	863
0.29	869
0.29	870
0.29	867
0.29	864
0.29	861
0.29	856
0.29	853
0.29	856
0.29	856
0.29	861.5 <- avarege
0.295	873
0.295	857
0.295	858
0.295	853
0.295	854
0.295	855
0.295	857
0.295	857
0.295	860
0.295	860
0.295	858.4 <- avarege
0.3	862
0.3	858
0.3	857
0.3	857
0.3	859
0.3	860
0.3	868
0.3	863
0.3	857
0.3	856
0.3	859.7 <- avarege
0.305	868
0.305	869
0.305	873
0.305	871
0.305	857
0.305	865
0.305	861
0.305	856
0.305	857
0.305	859
0.305	863.6 <- avarege
0.31	872
0.31	858
0.31	857
0.31	859
0.31	863
0.31	861
0.31	862
0.31	863
0.31	864
0.31	865
0.31	862.4 <- avarege
0.315	872
0.315	862
0.315	865
0.315	871
0.315	876
0.315	871
0.315	868
0.315	858
0.315	862
0.315	867
0.315	867.2 <- avarege
0.32	869
0.32	877
0.32	868
0.32	861
0.32	864
0.32	870
0.32	867
0.32	864
0.32	865
0.32	869
0.32	867.4 <- avarege
0.325	851
0.325	870
0.325	876
0.325	876
0.325	863
0.325	864
0.325	869
0.325	874
0.325	874
0.325	863
0.325	868.0 <- avarege
0.33	883
0.33	864
0.33	867
0.33	873
0.33	880
0.33	870
0.33	864
0.33	870
0.33	877
0.33	879
0.33	872.7 <- avarege
0.335	869
0.335	868
0.335	873
0.335	880
0.335	869
0.335	867
0.335	873
0.335	882
0.335	872
0.335	866
0.335	871.9 <- avarege
0.34	870
0.34	879
0.34	880
0.34	878
0.34	864
0.34	864
0.34	884
0.34	881
0.34	881
0.34	876
0.34	875.7 <- avarege
0.345	882
0.345	870
0.345	875
0.345	878
0.345	883
0.345	864
0.345	870
0.345	876
0.345	883
0.345	873
0.345	875.4 <- avarege
0.35	875
0.35	878
0.35	869
0.35	872
0.35	880
0.35	880
0.35	868
0.35	872
0.35	879
0.35	881
0.35	875.4 <- avarege
0.355	877
0.355	883
0.355	876
0.355	872
0.355	883
0.355	874
0.355	871
0.355	875
0.355	879
0.355	885
0.355	877.5 <- avarege
0.36	881
0.36	871
0.36	877
0.36	880
0.36	885
0.36	886
0.36	881
0.36	884
0.36	872
0.36	872
0.36	878.9 <- avarege
0.365	887
0.365	875
0.365	878
0.365	883
0.365	886
0.365	878
0.365	872
0.365	877
0.365	883
0.365	883
0.365	880.2 <- avarege
0.37	879
0.37	878
0.37	879
0.37	886
0.37	889
0.37	882
0.37	875
0.37	877
0.37	883
0.37	890
0.37	881.8 <- avarege
0.375	890
0.375	883
0.375	879
0.375	875
0.375	879
0.375	885
0.375	895
0.375	883
0.375	874
0.375	878
0.375	882.1 <- avarege
0.38	887
0.38	885
0.38	877
0.38	876
0.38	877
0.38	883
0.38	889
0.38	886
0.38	877
0.38	877
0.38	881.4 <- avarege
0.385	883
0.385	887
0.385	878
0.385	879
0.385	883
0.385	889
0.385	887
0.385	891
0.385	885
0.385	890
0.385	885.2 <- avarege
0.39	884
0.39	890
0.39	892
0.39	887
0.39	879
0.39	876
0.39	884
0.39	888
0.39	893
0.39	889
0.39	886.2 <- avarege
0.395	892
0.395	884
0.395	884
0.395	878
0.395	876
0.395	878
0.395	880
0.395	886
0.395	892
0.395	895
0.395	884.5 <- avarege
0.4	888
0.4	890
0.4	892
0.4	890
0.4	880
0.4	887
0.4	889
0.4	892
0.4	891
0.4	872
0.4	887.1 <- avarege
0.405	892
0.405	881
0.405	884
0.405	890
0.405	894
0.405	887
0.405	893
0.405	891
0.405	888
0.405	880
0.405	888.0 <- avarege
0.41	880
0.41	885
0.41	887
0.41	891
0.41	893
0.41	888
0.41	888
0.41	887
0.41	881
0.41	882
0.41	886.2 <- avarege
0.415	888
0.415	894
0.415	885
0.415	883
0.415	884
0.415	885
0.415	888
0.415	894
0.415	895
0.415	889
0.415	888.5 <- avarege
0.42	881
0.42	887
0.42	890
0.42	896
0.42	890
0.42	887
0.42	885
0.42	892
0.42	888
0.42	883
0.42	887.9 <- avarege
0.425	894
0.425	891
0.425	883
0.425	883
0.425	887
0.425	889
0.425	893
0.425	897
0.425	894
0.425	888
0.425	889.9 <- avarege
0.43	888
0.43	899
0.43	896
0.43	893
0.43	885
0.43	889
0.43	895
0.43	896
0.43	892
0.43	884
0.43	891.7 <- avarege
0.435	899
0.435	890
0.435	884
0.435	887
0.435	893
0.435	898
0.435	896
0.435	894
0.435	891
0.435	885
0.435	891.7 <- avarege
0.44	890
0.44	903
0.44	894
0.44	885
0.44	891
0.44	897
0.44	896
0.44	890
0.44	891
0.44	892
0.44	892.9 <- avarege
0.445	900
0.445	887
0.445	889
0.445	895
0.445	901
0.445	894
0.445	886
0.445	892
0.445	899
0.445	898
0.445	894.1 <- avarege
0.45	888
0.45	899
0.45	900
0.45	896
0.45	887
0.45	891
0.45	902
0.45	899
0.45	894
0.45	889
0.45	894.5 <- avarege
0.455	887
0.455	899
0.455	901
0.455	900
0.455	897
0.455	889
0.455	892
0.455	899
0.455	901
0.455	895
0.455	896.0 <- avarege
0.46	903
0.46	902
0.46	891
0.46	893
0.46	895
0.46	894
0.46	894
0.46	895
0.46	894
0.46	896
0.46	895.7 <- avarege
0.465	900
0.465	889
0.465	891
0.465	896
0.465	902
0.465	900
0.465	896
0.465	889
0.465	894
0.465	899
0.465	895.6 <- avarege
0.47	904
0.47	895
0.47	882
0.47	894
0.47	898
0.47	899
0.47	903
0.47	899
0.47	895
0.47	891
0.47	896.0 <- avarege
0.475	905
0.475	891
0.475	894
0.475	900
0.475	903
0.475	898
0.475	893
0.475	896
0.475	903
0.475	903
0.475	898.6 <- avarege
0.48	881
0.48	902
0.48	892
0.48	892
0.48	897
0.48	902
0.48	903
0.48	899
0.48	892
0.48	897
0.48	895.7 <- avarege
0.485	895
0.485	904
0.485	903
0.485	905
0.485	905
0.485	904
0.485	902
0.485	895
0.485	895
0.485	901
0.485	900.9 <- avarege
0.49	897
0.49	895
0.49	895
0.49	898
0.49	902
0.49	906
0.49	902
0.49	896
0.49	897
0.49	901
0.49	898.9 <- avarege
0.495	907
0.495	896
0.495	899
0.495	902
0.495	908
0.495	896
0.495	902
0.495	896
0.495	901
0.495	906
0.495	901.3 <- avarege
0.5	906
0.5	898
0.5	903
0.5	908
0.5	904
0.5	905
0.5	897
0.5	899
0.5	908
0.5	905
0.5	903.3 <- avarege
0.505	901
0.505	907
0.505	905
0.505	902
0.505	901
0.505	908
0.505	904
0.505	898
0.505	904
0.505	907
0.505	903.7 <- avarege
0.51	897
0.51	901
0.51	902
0.51	906
0.51	905
0.51	908
0.51	910
0.51	908
0.51	907
0.51	904
0.51	904.8 <- avarege
0.515	899
0.515	911
0.515	908
0.515	904
0.515	899
0.515	904
0.515	909
0.515	907
0.515	905
0.515	901
0.515	904.7 <- avarege
0.52	898
0.52	896
0.52	912
0.52	907
0.52	904
0.52	900
0.52	907
0.52	908
0.52	897
0.52	906
0.52	903.5 <- avarege
0.525	910
0.525	900
0.525	903
0.525	908
0.525	910
0.525	904
0.525	900
0.525	905
0.525	911
0.525	908
0.525	905.9 <- avarege
0.53	900
0.53	904
0.53	901
0.53	903
0.53	908
0.53	911
0.53	909
0.53	900
0.53	908
0.53	901
0.53	904.5 <- avarege
0.535	906
0.535	908
0.535	904
0.535	903
0.535	915
0.535	911
0.535	911
0.535	909
0.535	901
0.535	905
0.535	907.3 <- avarege
0.54	913
0.54	906
0.54	903
0.54	904
0.54	911
0.54	910
0.54	907
0.54	902
0.54	905
0.54	913
0.54	907.4 <- avarege
0.545	903
0.545	911
0.545	911
0.545	903
0.545	909
0.545	911
0.545	906
0.545	909
0.545	904
0.545	905
0.545	907.2 <- avarege
0.55	914
0.55	911
0.55	906
0.55	904
0.55	907
0.55	914
0.55	910
0.55	902
0.55	907
0.55	913
0.55	908.8 <- avarege
0.555	903
0.555	910
0.555	913
0.555	911
0.555	906
0.555	904
0.555	911
0.555	915
0.555	909
0.555	902
0.555	908.4 <- avarege
0.56	918
0.56	904
0.56	905
0.56	911
0.56	916
0.56	907
0.56	904
0.56	901
0.56	915
0.56	913
0.56	909.4 <- avarege
0.565	907
0.565	916
0.565	914
0.565	911
0.565	904
0.565	912
0.565	916
0.565	912
0.565	904
0.565	911
0.565	910.7 <- avarege
0.57	915
0.57	904
0.57	908
0.57	913
0.57	913
0.57	915
0.57	906
0.57	910
0.57	915
0.57	911
0.57	911.0 <- avarege
0.575	913
0.575	906
0.575	906
0.575	912
0.575	915
0.575	913
0.575	909
0.575	907
0.575	912
0.575	915
0.575	910.8 <- avarege
0.58	915
0.58	906
0.58	909
0.58	912
0.58	915
0.58	912
0.58	908
0.58	910
0.58	916
0.58	915
0.58	911.8 <- avarege
0.585	911
0.585	911
0.585	915
0.585	914
0.585	912
0.585	906
0.585	911
0.585	916
0.585	915
0.585	910
0.585	912.1 <- avarege
0.59	917
0.59	903
0.59	908
0.59	913
0.59	916
0.59	913
0.59	908
0.59	910
0.59	917
0.59	915
0.59	912.0 <- avarege
0.595	908
0.595	904
0.595	910
0.595	908
0.595	908
0.595	909
0.595	911
0.595	913
0.595	923
0.595	917
0.595	911.1 <- avarege
0.6	913
0.6	913
0.6	916
0.6	917
0.6	914
0.6	908
0.6	912
0.6	917
0.6	916
0.6	912
0.6	913.8 <- avarege
0.605	919
0.605	910
0.605	908
0.605	907
0.605	911
0.605	912
0.605	915
0.605	915
0.605	911
0.605	913
0.605	912.1 <- avarege
0.61	912
0.61	916
0.61	918
0.61	914
0.61	916
0.61	915
0.61	918
0.61	918
0.61	919
0.61	916
0.61	916.2 <- avarege
0.615	910
0.615	915
0.615	915
0.615	917
0.615	923
0.615	916
0.615	919
0.615	919
0.615	917
0.615	917
0.615	916.8 <- avarege
0.62	915
0.62	919
0.62	919
0.62	920
0.62	919
0.62	918
0.62	917
0.62	917
0.62	916
0.62	914
0.62	917.4 <- avarege
0.625	918
0.625	919
0.625	919
0.625	919
0.625	917
0.625	916
0.625	917
0.625	920
0.625	913
0.625	923
0.625	918.1 <- avarege
0.63	915
0.63	915
0.63	917
0.63	919
0.63	920
0.63	919
0.63	919
0.63	923
0.63	918
0.63	917
0.63	918.2 <- avarege
0.635	925
0.635	920
0.635	919
0.635	918
0.635	920
0.635	921
0.635	919
0.635	921
0.635	916
0.635	916
0.635	919.5 <- avarege
0.64	916
0.64	922
0.64	921
0.64	920
0.64	915
0.64	904
0.64	918
0.64	922
0.64	920
0.64	920
0.64	917.8 <- avarege
0.645	917
0.645	915
0.645	915
0.645	917
0.645	917
0.645	928
0.645	921
0.645	920
0.645	920
0.645	918
0.645	918.8 <- avarege
0.65	918
0.65	922
0.65	923
0.65	921
0.65	920
0.65	920
0.65	917
0.65	916
0.65	914
0.65	912
0.65	918.3 <- avarege
0.655	921
0.655	920
0.655	920
0.655	919
0.655	922
0.655	921
0.655	919
0.655	917
0.655	915
0.655	915
0.655	918.9 <- avarege
0.66	923
0.66	919
0.66	917
0.66	917
0.66	915
0.66	915
0.66	917
0.66	918
0.66	924
0.66	921
0.66	918.6 <- avarege
0.665	918
0.665	927
0.665	918
0.665	917
0.665	917
0.665	916
0.665	920
0.665	915
0.665	920
0.665	923
0.665	919.1 <- avarege
0.67	922
0.67	916
0.67	920
0.67	923
0.67	921
0.67	923
0.67	925
0.67	923
0.67	921
0.67	919
0.67	921.3 <- avarege
0.675	919
0.675	924
0.675	923
0.675	922
0.675	922
0.675	917
0.675	924
0.675	923
0.675	920
0.675	917
0.675	921.1 <- avarege
0.68	919
0.68	924
0.68	922
0.68	920
0.68	920
0.68	922
0.68	923
0.68	923
0.68	923
0.68	922
0.68	921.8 <- avarege
0.685	920
0.685	924
0.685	913
0.685	921
0.685	926
0.685	923
0.685	924
0.685	924
0.685	923
0.685	923
0.685	922.1 <- avarege
0.69	922
0.69	920
0.69	927
0.69	924
0.69	924
0.69	924
0.69	924
0.69	922
0.69	921
0.69	920
0.69	922.8 <- avarege
0.695	927
0.695	922
0.695	921
0.695	920
0.695	925
0.695	924
0.695	926
0.695	924
0.695	924
0.695	908
0.695	922.1 <- avarege
0.7	927
0.7	924
0.7	923
0.7	921
0.7	924
0.7	922
0.7	918
0.7	919
0.7	920
0.7	920
0.7	921.8 <- avarege
0.705	924
0.705	919
0.705	924
0.705	922
0.705	919
0.705	921
0.705	924
0.705	931
0.705	925
0.705	924
0.705	923.3 <- avarege
0.71	920
0.71	924
0.71	927
0.71	925
0.71	925
0.71	928
0.71	922
0.71	919
0.71	924
0.71	924
0.71	923.8 <- avarege
0.715	921
0.715	927
0.715	926
0.715	925
0.715	922
0.715	920
0.715	923
0.715	921
0.715	920
0.715	922
0.715	922.7 <- avarege
0.72	920
0.72	927
0.72	927
0.72	926
0.72	925
0.72	925
0.72	922
0.72	921
0.72	926
0.72	926
0.72	924.5 <- avarege
0.725	922
0.725	927
0.725	924
0.725	924
0.725	923
0.725	927
0.725	926
0.725	926
0.725	924
0.725	920
0.725	924.3 <- avarege
0.73	926
0.73	921
0.73	924
0.73	927
0.73	927
0.73	926
0.73	924
0.73	922
0.73	926
0.73	927
0.73	925.0 <- avarege
0.735	922
0.735	927
0.735	927
0.735	927
0.735	926
0.735	924
0.735	922
0.735	925
0.735	928
0.735	927
0.735	925.5 <- avarege
0.74	925
0.74	924
0.74	924
0.74	928
0.74	928
0.74	926
0.74	924
0.74	922
0.74	918
0.74	928
0.74	924.7 <- avarege
0.745	928
0.745	928
0.745	927
0.745	929
0.745	927
0.745	924
0.745	919
0.745	924
0.745	928
0.745	928
0.745	926.2 <- avarege
0.75	928
0.75	924
0.75	927
0.75	929
0.75	928
0.75	925
0.75	925
0.75	924
0.75	928
0.75	927
0.75	926.5 <- avarege
0.755	927
0.755	929
0.755	928
0.755	929
0.755	931
0.755	926
0.755	924
0.755	928
0.755	928
0.755	928
0.755	927.8 <- avarege
0.76	926
0.76	929
0.76	929
0.76	930
0.76	926
0.76	925
0.76	930
0.76	929
0.76	927
0.76	926
0.76	927.7 <- avarege
0.765	930
0.765	928
0.765	931
0.765	925
0.765	925
0.765	931
0.765	929
0.765	929
0.765	927
0.765	921
0.765	927.6 <- avarege
0.77	930
0.77	928
0.77	927
0.77	925
0.77	929
0.77	929
0.77	930
0.77	929
0.77	928
0.77	925
0.77	928.0 <- avarege
0.775	931
0.775	928
0.775	927
0.775	926
0.775	931
0.775	930
0.775	929
0.775	929
0.775	927
0.775	928
0.775	928.6 <- avarege
0.78	932
0.78	930
0.78	929
0.78	927
0.78	928
0.78	927
0.78	927
0.78	930
0.78	930
0.78	930
0.78	929.0 <- avarege
0.785	928
0.785	930
0.785	929
0.785	930
0.785	930
0.785	929
0.785	927
0.785	927
0.785	927
0.785	931
0.785	928.8 <- avarege
0.79	931
0.79	928
0.79	928
0.79	927
0.79	930
0.79	925
0.79	930
0.79	928
0.79	926
0.79	930
0.79	928.3 <- avarege
0.795	931
0.795	926
0.795	929
0.795	929
0.795	931
0.795	935
0.795	932
0.795	930
0.795	931
0.795	929
0.795	930.3 <- avarege
0.8	926
0.8	932
0.8	932
0.8	931
0.8	932
0.8	932
0.8	931
0.8	930
0.8	929
0.8	928
0.8	930.3 <- avarege
0.805	928
0.805	929
0.805	925
0.805	937
0.805	930
0.805	934
0.805	932
0.805	931
0.805	927
0.805	933
0.805	930.6 <- avarege
0.81	929
0.81	925
0.81	932
0.81	931
0.81	931
0.81	930
0.81	929
0.81	930
0.81	934
0.81	932
0.81	930.3 <- avarege
0.815	933
0.815	934
0.815	929
0.815	932
0.815	932
0.815	931
0.815	928
0.815	931
0.815	920
0.815	932
0.815	930.2 <- avarege
0.82	933
0.82	929
0.82	928
0.82	931
0.82	931
0.82	932
0.82	932
0.82	933
0.82	933
0.82	932
0.82	931.4 <- avarege
0.825	929
0.825	933
0.825	932
0.825	932
0.825	929
0.825	928
0.825	922
0.825	932
0.825	931
0.825	929
0.825	929.7 <- avarege
0.83	931
0.83	932
0.83	932
0.83	931
0.83	931
0.83	931
0.83	928
0.83	933
0.83	934
0.83	935
0.83	931.8 <- avarege
0.835	930
0.835	934
0.835	932
0.835	933
0.835	931
0.835	930
0.835	929
0.835	933
0.835	933
0.835	920
0.835	930.5 <- avarege
0.84	928
0.84	933
0.84	934
0.84	933
0.84	932
0.84	931
0.84	929
0.84	937
0.84	934
0.84	934
0.84	932.5 <- avarege
0.845	931
0.845	933
0.845	934
0.845	934
0.845	933
0.845	933
0.845	931
0.845	937
0.845	934
0.845	931
0.845	933.1 <- avarege
0.85	932
0.85	935
0.85	935
0.85	934
0.85	934
0.85	935
0.85	933
0.85	934
0.85	933
0.85	932
0.85	933.7 <- avarege
0.855	933
0.855	933
0.855	933
0.855	935
0.855	934
0.855	936
0.855	933
0.855	931
0.855	933
0.855	934
0.855	933.5 <- avarege
0.86	934
0.86	935
0.86	933
0.86	931
0.86	934
0.86	934
0.86	933
0.86	934
0.86	934
0.86	932
0.86	933.4 <- avarege
0.865	935
0.865	934
0.865	934
0.865	935
0.865	932
0.865	935
0.865	935
0.865	935
0.865	934
0.865	934
0.865	934.3 <- avarege
0.87	935
0.87	935
0.87	935
0.87	942
0.87	934
0.87	932
0.87	932
0.87	934
0.87	939
0.87	935
0.87	935.3 <- avarege
0.875	935
0.875	935
0.875	935
0.875	935
0.875	932
0.875	934
0.875	935
0.875	935
0.875	935
0.875	933
0.875	934.4 <- avarege
0.88	935
0.88	935
0.88	935
0.88	935
0.88	934
0.88	933
0.88	934
0.88	935
0.88	935
0.88	933
0.88	934.4 <- avarege
0.885	935
0.885	934
0.885	934
0.885	933
0.885	936
0.885	936
0.885	929
0.885	934
0.885	935
0.885	936
0.885	934.2 <- avarege
0.89	936
0.89	933
0.89	935
0.89	935
0.89	936
0.89	936
0.89	937
0.89	936
0.89	936
0.89	935
0.89	935.5 <- avarege
0.895	935
0.895	936
0.895	936
0.895	936
0.895	935
0.895	934
0.895	935
0.895	935
0.895	933
0.895	935
0.895	935.0 <- avarege
0.9	936
0.9	936
0.9	934
0.9	937
0.9	936
0.9	936
0.9	934
0.9	936
0.9	936
0.9	935
0.9	935.6 <- avarege
0.905	934
0.905	936
0.905	943
0.905	937
0.905	936
0.905	934
0.905	937
0.905	936
0.905	936
0.905	935
0.905	936.4 <- avarege
0.91	935
0.91	937
0.91	937
0.91	937
0.91	936
0.91	937
0.91	936
0.91	937
0.91	936
0.91	936
0.91	936.4 <- avarege
0.915	928
0.915	936
0.915	935
0.915	936
0.915	937
0.915	936
0.915	938
0.915	941
0.915	937
0.915	937
0.915	936.1 <- avarege
0.92	937
0.92	938
0.92	938
0.92	937
0.92	937
0.92	936
0.92	936
0.92	934
0.92	936
0.92	937
0.92	936.6 <- avarege
0.925	938
0.925	937
0.925	937
0.925	938
0.925	936
0.925	943
0.925	937
0.925	938
0.925	937
0.925	938
0.925	937.9 <- avarege
0.93	938
0.93	937
0.93	937
0.93	937
0.93	938
0.93	938
0.93	937
0.93	939
0.93	938
0.93	938
0.93	937.7 <- avarege
0.935	939
0.935	937
0.935	936
0.935	937
0.935	937
0.935	939
0.935	937
0.935	938
0.935	944
0.935	938
0.935	938.2 <- avarege
0.94	938
0.94	938
0.94	937
0.94	938
0.94	938
0.94	938
0.94	937
0.94	937
0.94	937
0.94	937
0.94	937.5 <- avarege
0.945	938
0.945	939
0.945	938
0.945	937
0.945	938
0.945	939
0.945	936
0.945	938
0.945	938
0.945	938
0.945	937.9 <- avarege
0.95	939
0.95	939
